product_name,product_id,category,text,rating,filter_rating,user,date,seller,likes,aspects,sentiment
Iphone 13 128 Gb Yildiz Isigi Cep Telefonu Apple Turkiye Garantili,150059024,Telefon,çok isiniyor. kardeşimle beraber aldık ve onun şarj kablosu da bozuk cikti. sıfır ürün bu şekilde olmamali.servise gönderdik ısınma ile ilgili bir çözüm yok kab,1,1,**** ****,2025-08-02,Teknosa,1,BATARYA,NEG
Iphone 13 128 Gb Yildiz Isigi Cep Telefonu Apple Turkiye Garantili,150059024,Telefon,Ürünü 17 Ekim 2023 tarihinde 36.299 tl ye satın aldım. Paketli bir şekilde kısa sürede elime hasarsız olarak ulaştı. Kullanmaya başladım şuan için bir sorun yaş,1,1,Yağmur S.,2023-11-09,MediaMarkt,4,KARGO|FIYAT,NOTR
Iphone 13 128 Gb Yildiz Isigi Cep Telefonu Apple Turkiye Garantili,150059024,Telefon,Bu ne abi hani nerde müşteri memnuniyeti  bu telefonu inçelicem heran gibi bir değişeni olursa o zaman görüşürüz,1,1,A** t**,2024-11-16,Trendyol,0,GENEL,NOTR
Iphone 13 128 Gb Yildiz Isigi Cep Telefonu Apple Turkiye Garantili,150059024,Telefon,2 yıl önce 35 e almış olmam,1,1,A** Ç**,2025-11-28,Trendyol,1,GENEL,NOTR
Iphone 13 128 Gb Yildiz Isigi Cep Telefonu Apple Turkiye Garantili,150059024,Telefon,Ürünün içinden çıkan kablo 10 gün olmadan arızalı geldi ve ürün jelatinsiz yollandı. Satıcı desen aşırı derece alakasız ve üslup sorunu bar. Tavsiye etmiyorum.,1,1,M** B**,2024-01-17,Kamer Online,1,KARGO|HIZMET,POZ
Iphone 13 128 Gb Yildiz Isigi Cep Telefonu Apple Turkiye Garantili,150059024,Telefon,Teknosa satısından aldım trendyol satıcısından geldi ayrıca faturası yok Allah’tan e faturası var fakat trendyol olarak geçiyor ve hiç bişeye sarılmamış küçücük,1,1,B** Y**,2023-12-05,Trendyol,3,KARGO,NOTR
Iphone 13 128 Gb Yildiz Isigi Cep Telefonu Apple Turkiye Garantili,150059024,Telefon,telfonda sorun cıktı yetkili servisle ulasmak istiyorum satıcı mesajıma bakmıyor yardımcı olur musunuz,1,1,**** ****,2025-03-02,Trendyol,18,HIZMET,NOTR
Iphone 13 128 Gb Yildiz Isigi Cep Telefonu Apple Turkiye Garantili,150059024,Telefon,Ürün sıfır değil. Apple da onayladı. Değişim isteğimi reddediyor satıcı. Kesinlikle tavsiye etmiyorum. Rezillik.,1,1,Onur E.,2024-05-22,Trendyol,5,HIZMET,POZ
Iphone 13 128 Gb Yildiz Isigi Cep Telefonu Apple Turkiye Garantili,150059024,Telefon,Telefon şarjdayken dokunmatik çalışmıyor :( böyle birşey olabilir mi.,1,1,E** K**,2024-12-06,Teknosa,1,GENEL,NEG
Iphone 13 128 Gb Yildiz Isigi Cep Telefonu Apple Turkiye Garantili,150059024,Telefon,Teknosadan sakın almayın sıfır ürünün flaş bölgesinde toz çıktı degişim yapmıyor servise gönderiyor,1,1,A** Ç**,2025-06-11,Teknosa,1,GENEL,NOTR
Iphone 13 128 Gb Yildiz Isigi Cep Telefonu Apple Turkiye Garantili,150059024,Telefon,Siparişi verdikten sonra tam 1 gün içinde teslim edildi. Fakat ürün 1 ay sonra ışıkta titreme yaparak hata vermeye başladı. Teknik servise verdim sorun görülmed,1,1,M** Y**,2023-08-13,Trendyol,2,KARGO,NOTR
Iphone 13 128 Gb Yildiz Isigi Cep Telefonu Apple Turkiye Garantili,150059024,Telefon,magzadan alın kusurlu ürün gönderiyolar,1,1,İBRAHİM Y.,2024-07-18,Trendyol,3,GENEL,NOTR
Iphone 13 128 Gb Yildiz Isigi Cep Telefonu Apple Turkiye Garantili,150059024,Telefon,Çift hat var yazıyor özelliklerde nereye takıcam bulamadm,1,1,ö** y**,2025-05-02,Trendyol,0,GENEL,NOTR
Iphone 13 128 Gb Yildiz Isigi Cep Telefonu Apple Turkiye Garantili,150059024,Telefon,kusurlu ürün gönderildi. sağ üstte nokta gibi şekiller var ve alt kısımda da lekeler mevcut. iade gönderiyorum,1,1,K** O**,2023-07-26,Trendyol,3,HIZMET,NEG
Iphone 13 128 Gb Yildiz Isigi Cep Telefonu Apple Turkiye Garantili,150059024,Telefon,Ürünü 4 ay kullandık sıfır almıştık telefoncuya satmaya götürünce ögrendik ki yenilenmiş göndermişler sim kart yerinde imei yazmıyordu güvenmeyin almayın,1,1,**** ****,2026-04-10,Trendyol,1,GENEL,NOTR
Iphone 13 128 Gb Yildiz Isigi Cep Telefonu Apple Turkiye Garantili,150059024,Telefon,Ürün geldi sigortası filan nasıl yapılıyor garantisi yani nerde kagıdu,1,1,S** A**,2025-08-09,Trendyol,0,KARGO,NOTR
Iphone 13 128 Gb Yildiz Isigi Cep Telefonu Apple Turkiye Garantili,150059024,Telefon,ürün arızalı geldi önermiyorum hiçbir şekildede ilgilenilmedi.,1,1,**** ****,2024-08-01,Trendyol,1,KARGO,NOTR
Iphone 13 128 Gb Yildiz Isigi Cep Telefonu Apple Turkiye Garantili,150059024,Telefon,Aşırı yavaş bi firma 3 gün içinde kargoya verdiler 3 gün içinde kargo geldi 1 hafta sonra telefonu teslim alabildim.,1,1,C** E**,2023-08-19,Teknosa,6,KARGO,NEG
Iphone 13 128 Gb Yildiz Isigi Cep Telefonu Apple Turkiye Garantili,150059024,Telefon,Gayet güzel,1,1,N** U**,2026-01-22,Teknosa,0,GENEL,POZ
Iphone 13 128 Gb Yildiz Isigi Cep Telefonu Apple Turkiye Garantili,150059024,Telefon,faturam gelmedi istiyorum ikidebir asistanı atıyor oradan da gelmedi bide kurumsal  firma olacaksınız,1,1,ali s.,2025-07-02,Trendyol,1,GENEL,NOTR
Iphone 13 128 Gb Yildiz Isigi Cep Telefonu Apple Turkiye Garantili,150059024,Telefon,kesinlikle tavsiye etmiyorum Aras kargo ile çalışıyorlar ve çok sorumsuz bı kargo firimasi kargomu benden habersiz başka birine vermişler şuan çok mağdurum hiç,1,1,H** s**,2025-08-06,Teknosa,5,KARGO,POZ
Iphone 13 128 Gb Yildiz Isigi Cep Telefonu Apple Turkiye Garantili,150059024,Telefon,Faturamı TC me kesmediler.Telefon orjinal,1,1,S** A**,2024-11-14,Teknosa,0,GENEL,NOTR
Iphone 13 128 Gb Yildiz Isigi Cep Telefonu Apple Turkiye Garantili,150059024,Telefon,Ürünün şarjı su gibi bitiyor çok ısınıyor ve iadesi olmuyor kesinlikle tavsiye etmiyorum,1,1,Y** K**,2024-05-10,Trendyol,2,BATARYA,POZ
Iphone 13 128 Gb Yildiz Isigi Cep Telefonu Apple Turkiye Garantili,150059024,Telefon,Şarj başlığı gelmedi,1,1,S** N** Y**,2024-07-09,Trendyol,0,BATARYA,NOTR
Iphone 13 128 Gb Yildiz Isigi Cep Telefonu Apple Turkiye Garantili,150059024,Telefon,Kutunun içinde garanti belgesi yok,1,1,e** k**,2025-08-02,Trendyol,1,HIZMET,NOTR
Iphone 13 128 Gb Yildiz Isigi Cep Telefonu Apple Turkiye Garantili,150059024,Telefon,"2 gün önce teslim aldığım ve kurulumunu hiç yapmadığım ürün, ekranında çökme kaynaklı hatalı ürün olarak tarafıma ulaştı. Teknosa mağazasına gittiğimde ürünle i",1,1,F** M** B**,2025-01-18,Teknosa,2,KARGO|KALITE,NEG
Iphone 13 128 Gb Yildiz Isigi Cep Telefonu Apple Turkiye Garantili,150059024,Telefon,kayıt dışıdır diye mesaj  geldi kvk lı değil mi cihaz,1,1,g** l**,2024-10-07,Aksaray İletişim,0,KARGO,NOTR
Iphone 13 128 Gb Yildiz Isigi Cep Telefonu Apple Turkiye Garantili,150059024,Telefon,Telefon  fotoğraf çekimi falan iyi sorun yok ama ısınıyor sıfır telefon nasıl ısınır dört yıl kullandığım telefon da böyle ısınma gibi bir durum olmadı,1,1,Gülçin T.,2024-02-09,Trendyol,0,BATARYA|MEDYA,POZ
Iphone 13 128 Gb Yildiz Isigi Cep Telefonu Apple Turkiye Garantili,150059024,Telefon,orjinal apple kutusu neden değil bilgi verir misiniz? böyle bir şey alana kadar yazmıyordu,1,1,E** K**,2024-07-10,Troy Apple Yetkili Satıcı,0,GENEL,NOTR
Iphone 13 128 Gb Yildiz Isigi Cep Telefonu Apple Turkiye Garantili,150059024,Telefon,Ürünün garantisi nerde,1,1,m** a**,2025-12-11,Trendyol,1,GENEL,NOTR
Iphone 13 128 Gb Yildiz Isigi Cep Telefonu Apple Turkiye Garantili,150059024,Telefon,Asla buradan almanızı önermiyorum.Bir ay kullandım şarjı çok hızlı bitmeye başladı.garantiye göndermek istedim muhatap bulamadım vatan şubesi kabul etmedi.trend,1,1,A** D**,2025-07-23,VATAN BİLGİSAYAR,3,BATARYA,POZ
Iphone 13 128 Gb Yildiz Isigi Cep Telefonu Apple Turkiye Garantili,150059024,Telefon,Telefonun sağ üst kısmında küçük bir çiziğe denk geldim,1,1,F** G**,2024-11-09,Trendyol,0,GENEL,NOTR
Iphone 13 128 Gb Yildiz Isigi Cep Telefonu Apple Turkiye Garantili,150059024,Telefon,Kanser olmak istiyorsanız alabilir siniz ben bu kadar kötü bir satıcı bu kadar kötü bir kargo görmedim 36 bin tl ye cihaz alıyoruz kargo parası ödüyoruz birde k,1,1,R** Ç**,2024-05-11,Trendyol,17,KARGO|FIYAT|HIZMET,NEG
Iphone 13 128 Gb Yildiz Isigi Cep Telefonu Apple Turkiye Garantili,150059024,Telefon,"iPhone 8 Plus, iPhone 11 ve sonrasında iPhone 13 arasında belirgin farklar olsa da,iPhone 13’te kamerada canlı renk tonları eklenmiş ve işlemci daha güçlü, anca",1,1,Engin Y.,2025-03-23,VATAN BİLGİSAYAR,4,GENEL,NOTR
Iphone 13 128 Gb Yildiz Isigi Cep Telefonu Apple Turkiye Garantili,150059024,Telefon,SAKIN BURDAN ALMAYIN YEMİN EDİYORUM SEYYAR SATICIDAN 2. EL ALSAYDIM DAHAÇABUK İLGİLENİRLERDİ. 2 HAFTADA BATARYASI ŞİŞTİ EKRAN YERİNDEN ÇIKTI. APPLE DESTEK OLMUY,1,1,B** A**,2024-03-06,Trendyol,33,MEDYA|HIZMET,NOTR
Iphone 13 128 Gb Yildiz Isigi Cep Telefonu Apple Turkiye Garantili,150059024,Telefon,ürünü kulanmaya başladıktan bir iki ay sonra donma ve kasma yapmaya başladı malesef,2,2,Z** A**,2025-10-17,Trendyol,5,GENEL,NOTR
Iphone 13 128 Gb Yildiz Isigi Cep Telefonu Apple Turkiye Garantili,150059024,Telefon,Kargo çok hızlıydı 2 güne elime ulaştı. Hasarsız ve temiz bir şekilde geldi.  Çok beğendim çok zarif ve güzel bir telefon almak isteyenler tereddütsüz alsınlar,2,2,Z** P**,2025-07-29,MediaMarkt,6,KARGO,POZ
Iphone 13 128 Gb Yildiz Isigi Cep Telefonu Apple Turkiye Garantili,150059024,Telefon,Çok iyi alın,2,2,B** P**,2025-07-17,Trendyol,0,GENEL,POZ
Iphone 13 128 Gb Yildiz Isigi Cep Telefonu Apple Turkiye Garantili,150059024,Telefon,Telefona söylenecek lafım yok ztn paketleme falan iyiydi ama tam 5 günde geldi ondan dolayı 2 yaldız,2,2,Caner y.,2023-05-24,İLETİŞİM DTM,0,KARGO,NOTR
Iphone 13 128 Gb Yildiz Isigi Cep Telefonu Apple Turkiye Garantili,150059024,Telefon,Telefonu teslim aldık 2 gündür kullanıyoruz bir sıkıntı yok. Ancak kargo çok kötü ezilmiş bir vaziyette geldi. Trendyol gibi bir sitenin paketlemesine dikkat et,2,2,S** Ç**,2024-08-16,Trendyol,14,KARGO|AMBALAJ,NEG
Iphone 13 128 Gb Yildiz Isigi Cep Telefonu Apple Turkiye Garantili,150059024,Telefon,Fatura tc kimlik no 111111 şeklinde hatalı olarak yazılmış düzeltilmiş yeni fatura talep ediyorum,2,2,G** B**,2023-11-10,Trendyol,6,KALITE,NEG
Iphone 13 128 Gb Yildiz Isigi Cep Telefonu Apple Turkiye Garantili,150059024,Telefon,37.500 para verdik insan bi paketlemeye özen gösterir şampuan almıyoruz telefon alıyoruz kargocular zaten paketleri futbol topu gibi kullanıyor henüz kullanmaya,2,2,Hakan K.,2023-07-21,Trendyol,38,GENEL,NOTR
Iphone 13 128 Gb Yildiz Isigi Cep Telefonu Apple Turkiye Garantili,150059024,Telefon,Kargo çok  onun dısşında sorun yok,2,2,**** ****,2024-08-22,Trendyol,0,KARGO,NOTR
Iphone 13 128 Gb Yildiz Isigi Cep Telefonu Apple Turkiye Garantili,150059024,Telefon,İki kişi aldık biz benimkinin çok iyi kulanmama rağmen  pil seviyesi şu an %93 diğer arkadaşım şarja tak çıkar yapıyor ama onunki %99 niye böyle oldu anlamadım.,2,2,e** n** ö**,2025-01-17,Trendyol,0,BATARYA,POZ
Iphone 13 128 Gb Yildiz Isigi Cep Telefonu Apple Turkiye Garantili,150059024,Telefon,Faturam gelmedi lütfen faturayı gönderin.,2,2,K** N** K**,2024-05-10,MediaMarkt,1,GENEL,NOTR
Iphone 13 128 Gb Yildiz Isigi Cep Telefonu Apple Turkiye Garantili,150059024,Telefon,Manavdan meyve almıyoruz paketlemeye özen gösterin lütfen,2,2,H** B**,2024-06-26,Trendyol,18,GENEL,NOTR
Iphone 13 128 Gb Yildiz Isigi Cep Telefonu Apple Turkiye Garantili,150059024,Telefon,garanti belgesi ve faturası gönderilmemiş eksik geldi.,2,2,y** g**,2023-05-19,Trendyol,1,KARGO|HIZMET,NOTR
Iphone 13 128 Gb Yildiz Isigi Cep Telefonu Apple Turkiye Garantili,150059024,Telefon,2 yıldız veriyorum Trendyol un kendi mağazasından aldığım iPhone ürün için fatura gönderilmedi fatura talep ediyorum.,2,2,O** K**,2025-10-08,Trendyol,2,GENEL,NOTR
Iphone 13 128 Gb Yildiz Isigi Cep Telefonu Apple Turkiye Garantili,150059024,Telefon,37 k ya aldım ben üzücü,2,2,M** A**,2024-12-23,Trendyol,13,GENEL,NOTR
Iphone 13 128 Gb Yildiz Isigi Cep Telefonu Apple Turkiye Garantili,150059024,Telefon,Patpata bile sarılmamış dümdüz poşete sarılmış şekilde geldi yolda 500 takla atmıştır eminim,2,2,Ö** Ö**,2023-11-15,Trendyol,5,KARGO,NOTR
Iphone 13 128 Gb Yildiz Isigi Cep Telefonu Apple Turkiye Garantili,150059024,Telefon,Dün aldım bu gün 1000 lira indirim olmuş hanı dile kolay ucuz bisey almıyoruz böyle olunca da insan üzülüyo. Fiatların bu kadar değişken olmaması taraftarıyım ö,2,2,Z** A**,2024-11-02,Trendyol,8,FIYAT,NOTR
Iphone 13 128 Gb Yildiz Isigi Cep Telefonu Apple Turkiye Garantili,150059024,Telefon,Ürün güzel fakat yeni olmasına rağmen fazla kullanmama rağmen şarjzı çabuk bitiyor,2,2,B** Ö**,2024-04-18,Trendyol,2,GENEL,POZ
Iphone 13 128 Gb Yildiz Isigi Cep Telefonu Apple Turkiye Garantili,150059024,Telefon,"Telefon dün elimize ulaştı, asla özenli bir kargo olmamıştı. Sonuçta teknolojik bir alet olduğu için telefona ayrı bir özen verilir diye düşünmüştük. Şansa tele",2,2,Melisa K.,2024-08-22,Trendyol,1,KARGO,NOTR
Iphone 13 128 Gb Yildiz Isigi Cep Telefonu Apple Turkiye Garantili,150059024,Telefon,faturası için de yok,2,2,**** ****,2024-10-15,Trendyol,2,GENEL,NOTR
Iphone 13 128 Gb Yildiz Isigi Cep Telefonu Apple Turkiye Garantili,150059024,Telefon,faturam neden gelmedi,2,2,P** Ç**,2024-07-12,Trendyol,1,GENEL,NOTR
Iphone 13 128 Gb Yildiz Isigi Cep Telefonu Apple Turkiye Garantili,150059024,Telefon,ürün güzel fakat ben alırken banka tarafından sorun yaşadım ve bunu fırsat bilip indirimli fiyatını yükseltip ben aldıktan sonra anında geri düşürmeniz gerçekte,2,2,B** K**,2025-03-17,Trendyol,0,GENEL,POZ
Iphone 13 128 Gb Yildiz Isigi Cep Telefonu Apple Turkiye Garantili,150059024,Telefon,Pakette fatura veya garanti belgesi yok. Ayrıca paketleme özensiz. Garanti belgesinin e faturadaki QR kodda gözüktüğünü söylüyorlar fakat orada da gözükmüyor.,2,2,B** Ç**,2024-05-06,Trendyol,2,HIZMET,NOTR
Iphone 13 128 Gb Yildiz Isigi Cep Telefonu Apple Turkiye Garantili,150059024,Telefon,"Paketlemesini beğenmedim çok sıradan gönderilmiş, ve en azından ufakta olsa bir hediye gönderilebilirdi. Bu nedenlerden ötürü puanımı düşük tuttum. Onun dışında",2,2,Y** P**,2023-11-09,Trendyol,13,GENEL,NOTR
Iphone 13 128 Gb Yildiz Isigi Cep Telefonu Apple Turkiye Garantili,150059024,Telefon,faturam gelmedi faturayı gonderirmsnz fatura görüntüleme kısmında çıkmıyor,2,2,H** Y**,2024-09-09,Trendyol,2,GENEL,NOTR
Iphone 13 128 Gb Yildiz Isigi Cep Telefonu Apple Turkiye Garantili,150059024,Telefon,Ekranında ufak bir çizikle geldi kullanima engel değil sıfır denen telefonun daha önceden kutusu açılmış belli,2,2,M** A**,2025-04-19,Trendyol,0,KARGO,NOTR
Iphone 13 128 Gb Yildiz Isigi Cep Telefonu Apple Turkiye Garantili,150059024,Telefon,Ürün çok geç teslim edildi. üstelik hicbirsekilde sabitlenmemisti kutunun içinde sallana sallana gelmiş. Bu günlerde trendyol saticisindan aldığım her şeyde sor,2,2,T** Ç**,2024-03-11,Trendyol,1,KARGO,NEG
Iphone 13 128 Gb Yildiz Isigi Cep Telefonu Apple Turkiye Garantili,150059024,Telefon,Paketleme kötüydü buyuk kutunun icinde patpata sarılmadan oylesine konmus ve fatura garanti belgesi vs hicbir sey yok saka mı sanki manavdan domates aldım..,2,2,A** t**,2025-01-01,Trendyol,3,HIZMET,NOTR
Iphone 13 128 Gb Yildiz Isigi Cep Telefonu Apple Turkiye Garantili,150059024,Telefon,İphone 13 kalite herkes biliyor mükemmel ama bu satıcı telefonu kötü bir sekilde kolilemişti kolileme olayına 2 yıldız veriyorum,2,2,Y** E**,2025-01-06,Trendyol,4,KALITE|HIZMET,NOTR
Iphone 13 128 Gb Yildiz Isigi Cep Telefonu Apple Turkiye Garantili,150059024,Telefon,Ürün sağlam geldi ama farurası gelmedi,2,2,**** ****,2025-11-21,Trendyol,0,KARGO|KALITE,POZ
Iphone 13 128 Gb Yildiz Isigi Cep Telefonu Apple Turkiye Garantili,150059024,Telefon,Kargolama çok kötü. Telefon hiç koruyucuya sarılmamış bile. Kutu telefon için büyüktü ve ezilmişti. Onun dışında telefon sorunsuz gözüküyor. Daha özen beklerdim,2,2,**** ****,2025-07-06,Trendyol,0,AMBALAJ,NOTR
Iphone 13 128 Gb Yildiz Isigi Cep Telefonu Apple Turkiye Garantili,150059024,Telefon,çok garip ilk defa açılmayan kutudan çıkan üründe böyle bir çizik gördüm malesef iade değişim süreciyle ilgilenemeyeceğim için kullanacağım,2,2,M** A**,2023-11-21,Teknosa,0,HIZMET,NEG
Iphone 13 128 Gb Yildiz Isigi Cep Telefonu Apple Turkiye Garantili,150059024,Telefon,Ürün sağlam ama kutusunun hali ve hiçbir şeye sarılı olmaması trendyola güvenimi sarstı,2,2,Efe G.,2024-08-16,Trendyol,3,KALITE,POZ
Iphone 13 128 Gb Yildiz Isigi Cep Telefonu Apple Turkiye Garantili,150059024,Telefon,Aşşırı geç geldi. Paketleme daha özenli olabilirdi. Telefonda sorun yok.,2,2,B** P**,2025-11-20,Trendyol,0,KARGO,NEG
Iphone 13 128 Gb Yildiz Isigi Cep Telefonu Apple Turkiye Garantili,150059024,Telefon,35 binlik ürünü o paketle göndermeye utanmadınız mı gerçekten? Ben açarken bayağı bir utandım da. teknosadan aldım iyi yer müşteri memnuniyetini düşünür vs dedi,2,2,c** ş**,2023-11-11,Teknosa,13,GENEL,POZ
Iphone 13 128 Gb Yildiz Isigi Cep Telefonu Apple Turkiye Garantili,150059024,Telefon,kargo içeriğinde faturaya rastlamadım. telefon kutusunu açmadım. kutu içindemi fatura.,2,2,Ö** Ö**,2025-11-22,Trendyol,0,KARGO|AMBALAJ,NOTR
Iphone 13 128 Gb Yildiz Isigi Cep Telefonu Apple Turkiye Garantili,150059024,Telefon,telefonda sorun yok fakat orjinal kablo şarj etmiyor bozuk çıktı kurulum yapılmış telefonun hepsini gönder diyor Teknosa sadece kablo bozuk her şey neden değişs,2,2,Z** A**,2025-07-07,Teknosa,1,BATARYA,NEG
Iphone 13 128 Gb Yildiz Isigi Cep Telefonu Apple Turkiye Garantili,150059024,Telefon,ürün içeriğinde garanti belgesi çıkmadı nasıl tedarik ederim bilmiyorum,2,2,G** T**,2025-09-26,Trendyol,0,HIZMET,NOTR
Iphone 13 128 Gb Yildiz Isigi Cep Telefonu Apple Turkiye Garantili,150059024,Telefon,telefonum sarjda ve kullanirken cok isiniyor 6 ay oldu ve pil sağlığım  95,2,2,A** N** T**,2025-05-13,Trendyol,0,BATARYA,NOTR
Iphone 13 128 Gb Yildiz Isigi Cep Telefonu Apple Turkiye Garantili,150059024,Telefon,Telefon geldi ama faturası nıye yok. Garantisini nasıl başlatacaz,2,2,**** ****,2025-10-11,Trendyol,0,KARGO,NOTR
Iphone 13 128 Gb Yildiz Isigi Cep Telefonu Apple Turkiye Garantili,150059024,Telefon,Paketleme çok özensizdi telefonun kutusunda ezikler vardı,2,2,M** Ş**,2025-02-27,Trendyol,0,GENEL,NOTR
Iphone 13 128 Gb Yildiz Isigi Cep Telefonu Apple Turkiye Garantili,150059024,Telefon,Ekim ayında aldığım telefon şarjı günde 1 kere şarj etmeme ve tak çıkar yapmama rağmen şuan %96 ve durduğu yerde bile azalıyor. Bu telefonu süs olsun diye mi al,2,2,Gizem N. T.,2025-02-13,Trendyol,1,BATARYA,NOTR
Iphone 13 128 Gb Yildiz Isigi Cep Telefonu Apple Turkiye Garantili,150059024,Telefon,Ziraat ve enpara gibi bankacılık uygulamalarında donuyor. Mobil internet hızı düşük.,2,2,**** ****,2025-11-07,Trendyol,0,GENEL,NOTR
Iphone 13 128 Gb Yildiz Isigi Cep Telefonu Apple Turkiye Garantili,150059024,Telefon,Ürün 5 günde anca gelime ulaştı ayrıca faturası yok lütfen faturasını gönderin ürünün ayrıca paketleme çok özensiz,2,2,A** D**,2024-02-23,İLETİŞİM DTM,2,KARGO,NOTR
Iphone 13 128 Gb Yildiz Isigi Cep Telefonu Apple Turkiye Garantili,150059024,Telefon,İki gün önce 37.005 yüze aldım iki gün sonra 36.990 bu kadar fiyat farkı bence olmamalı çok yanıltıcıtı,2,2,ENES T.,2024-04-28,Trendyol,2,FIYAT,NOTR
Iphone 13 128 Gb Yildiz Isigi Cep Telefonu Apple Turkiye Garantili,150059024,Telefon,çok özensiz sarılmıştı telefon icinden fırlamıştı hic memnun kalmadım bu arada telefonun faturasi veya garanti belgesi hic bir şekilde gelmedi gönderirseniz sev,2,2,F** K**,2023-07-17,Trendyol,1,HIZMET,POZ
Iphone 13 128 Gb Yildiz Isigi Cep Telefonu Apple Turkiye Garantili,150059024,Telefon,Ürünü doğru düzgün paketlemediğiniz gibi kurye de sanki içinde mikrop varmış gibi 2 tane telefon olan poşetin ucundan tuttuğu için paket yere düştü. 300 400 tll,2,2,**** ****,2024-08-16,Trendyol,8,KARGO|AMBALAJ,NOTR
Iphone 13 128 Gb Yildiz Isigi Cep Telefonu Apple Turkiye Garantili,150059024,Telefon,Kargolamada sıkıntı var önemsizce yapılmış kutusu ile paketlenmiş herhangi bir önlem alınmamış hiç memnun kalmadım,2,2,Rahmi K.,2024-12-24,Trendyol,0,GENEL,POZ
